ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
0013,The TCS shall inform the operator if the operator attempts to execute a function prohibited as a result of the determined level of interaction.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a standard access-control feedback requirement affecting UI/authorization logic but not driving a high-level architectural change.
0014,"When executing in the Normal Startup Mode, the TCS shall provide the system functionality necessary to initialize the system to place it in the Operations State within 60 seconds from the time power is supplied and the TCS application is launched.",NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This performance constraint drives the system initialization architecture, requiring optimized startup sequencing and resource allocation to meet the 60 s requirement."
0015,"Initialization of the TCS HWCIs shall include startup of HWCIs, download of software, startup of CSCIs, execution of Startup FD/L, and establishment of the state of readiness of all interfaces.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This defines the system startup sequence, component dependencies, and interface readiness, impacting the overall architectural design."
0016,The TCS in the Recovery Startup Mode shall provide the system functionality to resume the Operations State within 45 seconds.,NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This 45 s recovery-time requirement drives architecture decisions on state persistence, parallel initialization, resource allocation, and performance optimizations."
0017,"Recovery of the TCS HWCIs shall include startup of HWCIs, download of software, startup of CSCIs, and establishment of the state of readiness of all interfaces.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the high‐level system initialization and recovery orchestration, impacting module startup sequencing, software loading, and interface readiness management."
0018,"The TCS shall be capable of automatically recording system state data, interface communications and other information necessary to support event reconstruction.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It imposes a cross-cutting requirement for a persistent logging and data‐reconstruction subsystem, impacting storage architecture, interfaces, and performance."
0019,"For recovery from abnormal termination, TCS shall prompt the operator to select the type of recovery to be executed: (1) Resume in the Same Modes And Data; (2) Resume in the Same Modes but Review and Modify the Command Data as Necessary; or, (3) Perform a Command Shutdown and Startup Via the Normal Startup Mode.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the recovery/error-handling subsystem and operator interface, impacting state management and control‐flow architecture."
0020,"When in the Operations State the TCS shall be capable of operating in three modes: normal operations mode, training operations mode, and maintenance operations mode.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement dictates a three-state operational mode state machine, impacting module decomposition, UI flows, and context-specific services."
0021,The Operations State modes shall not exist concurrently.,NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,It constrains the system’s state machine architecture by enforcing mutually exclusive operational modes.
0022,The operator shall have the capability to command the system to the Shutdown State from all modes under the Operations State.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a standard functional state-transition requirement and does not impose cross-cutting architectural constraints.
0023,"The TCS hardware and software shall execute periodic Fault Detection/Location (FD/L) while in the Normal Operations Mode and Training Mode, to include a periodic determination of level of interaction.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,It imposes cross-cutting real-time scheduling and hardware–software integration for periodic fault detection across multiple modes.
0024,"In the Normal Operations Mode the TCS shall support the following functions: Mission Planning, Mission Control and Monitoring, Payload Product Management, Target Coordinate Development, C4I Systems Interface.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This FR is architecturally significant as it defines the core system modules and their interfaces, driving component decomposition and integration."
0025,"Functions under the Normal Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction.",NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the system’s concurrency model, synchronization mechanisms, and inter-component resource arbitration."
0026,"In the Training Operations Mode the TCS shall support the following functions: Mission Planning, Mission Control and Monitoring, Payload Product Management, Target Coordinate Development, C4I Systems Interface.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement defines key system capabilities and external interfaces, driving the modular decomposition and integration architecture."
0027,"Functions under the Training Operations Mode shall operate concurrently without precluding or excluding any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction.",NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the architecture’s concurrency model and resource coordination, requiring non‐blocking operation and interaction protocols among training functions."
0028,"In the Maintenance Operations Mode, if computer workstation Human Computer Interface (HCI) is required, the TCS shall support the following functions: Conduct AV maintenance, Conduct payload maintenance, Conduct Data Link Terminal maintenance, Conduct workstation and peripheral equipment maintenance, Perform Fault Detection/Location (FD/L), Perform Software Upgrades, Perform Software Debug and Monitoring.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the architectural decomposition of maintenance subsystems and HCI interfaces across multiple modules (AV, payload, data link, software, FD/L)."
0029,"Functions, except for software upgrade and software debug, under the Maintenance Operations Mode shall operate concurrently without precluding or excluding any of the other functions in accordance with allowable operations as determined by the appropriate levels of interaction.",NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This NFR mandates support for concurrent execution and resource arbitration among maintenance functions, impacting the system’s concurrency and scheduling architecture."
0030,"Upon the selection of a shutdown command the TCS shall enter the Shutdown State, which will cause the TCS to be placed in a condition where power can be removed without impacting operations as well as causing damage to the system, and from which restart of the system can be accomplished normally.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This defines a critical system state transition requiring architectural support for safe shutdown sequencing and hardware interface design.
0031,"Shutdown of the TCS shall include storage as well as deletion, as specified by the operator, of mission data files, shutdown of appropriate functions, shutdown of HCIs, and proper termination of all active interfaces.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It impacts the system’s lifecycle and resource‐management architecture by defining data persistence/deletion and orderly shutdown of functions, HCIs, and interfaces."
0032,There shall be no modes of operation in the shutdown state.,NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement impacts the system’s state machine and component lifecycle by enforcing a pure shutdown state with no operational modes.
0033,The TCS shall have the functionality to allow the operator to generate a UAV mission plan.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It defines a core mission‐planning capability that drives the need for a dedicated planning module, data models, UI design, and UAV control interfaces."
0034,The TCS shall have the functionality to receive and process UAV mission plans from service specific mission planning systems.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of external interfaces, data formats, and integration architecture for mission plan ingestion."
0035,"The TCS Mission plan shall include all necessary information required to be interoperable with the service specific mission planning systems including the Tactical Aircraft Mission Planning System (TAMPS), Aviation Mission Planning System (AMPS), and Air Force Mission Support System (AFMSS).",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It requires defining integration architecture and interface/data model standards to ensure interoperability with TAMPS, AMPS, and AFMSS."
0036,The TCS shall have the functionality to transmit UAV mission plans to service specific mission planning systems.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It dictates cross-system integration architecture by requiring defined interfaces, protocols, and data exchange patterns for mission plan transmission."
0037,The TCS shall facilitate automated processing of mission plan data received via C4I interfaces in order to extract the appropriate mission planning data.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of C4I integration interfaces and automated data-processing pipelines, impacting overall system architecture."
0038,The TCS shall have the functionality to receive and process UAV mission plans from other TCSs.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of inter-system communication interfaces, data processing pipelines, and associated security and protocol choices."
0039,The TCS shall have the functionality to transmit UAV mission plans to other TCSs.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts the system’s communication architecture, requiring design of network interfaces, data formats, and security protocols for inter-TCS plan transmission."
0040,"A Mission Plan shall include a Flight Route Plan for a selected AV, a Payload Plan for the selected payload, and a Communications Plan.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates a modular mission‐planning architecture with distinct Flight Route, Payload, and Communications Plan components and their interfacing."
0041,The TCS shall be capable of storing a minimum of 500 mission plans under unique names to allow for later retrieval.,NFR,1999 - tcs.pdf.csv,requirement_statement,No,This storage volume is trivial for standard data‐storage solutions and does not drive major architectural choices.
0042,The TCS mission planning function shall provide a graphical user interface that gives the operator the ability to define waypoints on a map based display using a pointing device with full keyset redundancy.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates a map-based GUI with pointing device support and full keyset redundancy, driving the choice of UI framework, rendering engine, and input‐handling architecture."
0043,The TCS shall provide the capability to compute the range and bearing between two geographic positions on the map display.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a straightforward local computation requirement that does not drive major architectural decisions or affect system-wide structure.
0044,"As an objective, the TCS shall have the capability to import as well as create and modify map display overlays for fire support coordination measures, airspace control measures, and threat identification measures.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the choice and integration of a GIS mapping engine and a modular overlay data model for import, creation, and modification workflows."
0045,"Upon completion of radar cross section analysis and characterization by the Government for each UAV type, TCS shall utilize a UAV signature versus threat lookup table (database) that identities the lethality of the threat to the UAV, and shall provide the capability of displaying aircraft signature versus threat, before and during flight.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for real-time threat database integration, data caching, performance guarantees, and UI display architecture."
0046,The TCS shall permit dynamic mission and payload retasking during all phases of operational mission execution.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for runtime dynamic reconfiguration and workflow orchestration, impacting modular service design, messaging infrastructure, and real-time scheduling."
0047,"The TCS shall allow the operator to enter as well as review mission plan parameters, including AV flight parameters, payload control parameters, data link control parameters, AV VCR control parameters (if applicable to the selected AV), and AV loiter patterns.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives a modular, extensible UI and data-model architecture to support dynamic mission parameter types per selected AV."
0048,"The TCS shall provide the capability to enter system configuration characteristics in the mission plan, to include selected AV type, AV identification number, selected payload type, ground control authorization information, and required communications pre-set for data links, tactical communications, and C4I data dissemination.",FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a detailed functional data‐entry requirement with minimal impact on high-level system structure or architectural patterns.
0049,The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if applicable) to the AV via the selected system data link as well as direct ground connection.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts the communications subsystem architecture by necessitating dual data‐link interfaces (wireless and direct connection), affecting network protocols, interfaces, and security design."
0050,"TCS shall provide the capability for the operator to retrieve a mission plan for viewing, modification, as well as deletion at the operator's discretion, and allow the operator to save the mission plan under a different name, for future retrieval.",FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a standard CRUD requirement that doesn’t impose non-functional constraints or drive novel architectural patterns beyond routine data persistence and UI layering.
0051,"The TCS shall automatically check the validity of the intended mission plan prior to being uploaded including altitude constraints, payload constraints, data link range constraints, airspace restrictions, fuel limitations, threat constraints, data link terrain masking effects, and Loss of Link (LOL) Plan.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for a dedicated mission‐validation subsystem and impacts module interfaces, data flows, and real‐time constraint‐checking architecture."
0052,The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a routine UI notification requirement with minimal architectural impact beyond presentation and error-handling.
0053,The TCS shall provide the capability to override validation faults after the fault is acknowledged by the operator.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement affects the fault management architecture by introducing new override logic, operator workflows, and audit/security controls in the validation subsystem."
0054,The TCS shall allow the operator to set the LOL delay timer(s) during mission planning.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a localized UI/configuration function for mission planning parameters and does not drive high-level architectural decisions.
0055,The TCS shall provide the capability to print waypoint data in alphanumeric format.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This requirement only affects data presentation formatting and has minimal impact on the overall system architecture.
0056,"The Flight Route Plan, as a minimum, shall include AV flight path information, Loss of Link plan, AV VCR control tasking (if applicable to the selected AV), and data link control information.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"Defines critical data interfaces and structures for flight planning and communications, impacting system modules and integration."
0057,"The TCS shall allow the operator to define the desired AV route in waypoint format, and shall provide the capability to include up to 500 waypoints in each flight route plan.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts data modeling, storage capacity, and performance design to handle up to 500 waypoints per route plan."
0058,The TCS shall provide the capability to display mission waypoints and flight path graphically.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This impacts the system architecture by mandating integration of map/rendering components and data pipelines for real-time graphical waypoint and flight-path display.
0059,The TCS shall provide the capability to enter waypoint data in alphanumeric format.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a detailed UI‐level functional requirement that does not drive high‐level architectural decisions.
0060,"The TCS flight route planner shall include, as a minimum, the following flight planning tools: Weight and balance take off data calculations; Fuel Calculations; Terrain avoidance warning for line of sight flights; Minimum data link reception altitude calculations for line of sight flights; Payload search area information such as: visual acuity range due to atmospheric conditions, diurnal transition periods for thermal imagery, and lunar and solar terrain shadowing; Ability to designate flight corridors and restricted air space.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This set of core planning tools and data flows defines the modular decomposition, interfaces, and integrations that drive the system architecture."
0061,The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a localized UI feature for displaying waypoint ETA and fuel status without affecting high-level architectural structure.
0062,"At every waypoint and every 5 minutes, the TCS shall compute the AV's flight range based on remaining fuel.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This periodic computation requirement imposes real-time scheduling and performance constraints that will shape the system’s component and thread architecture.
0063,The TCS shall analyze the flight route plan selected for uplink to determine that the flight constraints of the AV and the limitation of the data link are not violated prior to transmission of the flight route plan to the AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement mandates a dedicated pre‐transmission validation component for route and link constraints, impacting module decomposition and data flow design."
0064,The algorithmic accuracy of all flight planning calculations shall not deviate by more than 10% when compared with a mission flown by a validated 6 degree-of-freedom air vehicle simulator.,NFR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This accuracy requirement drives the choice of high‐fidelity algorithms and numerical precision capabilities, impacting component design and technology selection."
0065,"The flight route plan, as a minimum, shall provide the necessary AV commands to autonomously execute a programmed flight and return to a designated recovery area.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This core autonomy requirement impacts the system’s high-level module decomposition, interfaces, and reliability/performance constraints for mission planning and command execution."
0066,The TCS shall provide the operator with an interactive graphics and map based flight route planning capability.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This FR impacts the system architecture by requiring integration of an interactive graphics engine and map‐based services, influencing UI framework, data flow, and performance considerations."
0067,"The TCS shall provide the capability to create waypoints that define the desired flight path, define AV Altitude and Airspeed associated with the waypoint.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts the core navigation subsystem architecture, including data modeling for waypoints, persistence strategies, real-time constraints, and integration with flight control modules."
0068,"The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones, airspace control zones, threat systems, and displaying the threat engagement envelopes with associated radar terrain masking for those threats.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement drives the need for a high‐performance geospatial rendering and data‐processing architecture to support real‐time display of 100 simultaneous overlaid icons with terrain masking.
0069,A de-clutter capability shall be provided that allows the operator to display only a selected number of the most significant threats.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the addition of a real-time filtering component in the threat processing/UI pipeline, impacting system modularity and performance."
0070,"The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected.",FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a UI-level configuration detail with minimal impact on the overall system architecture.
0071,The TCS shall provide the capability to display waypoint data in alphanumeric format.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a localized UI display feature and does not affect the system’s overall architectural structure or key design decisions.
0072,"The TCS shall have the capability to load a map onto the display, to zoom in and out, to scroll, to print, and to clear a map on the map display.",FR,1999 - tcs.pdf.csv,requirement_statement,No,These standard UI map operations don’t impose high-level structural or non-functional constraints on the system architecture.
0073,The TCS shall provide the operator with a clearly indicated map scale.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a simple UI detail that does not impose significant architectural constraints.
0074,"Upon operator request, the following icons shall be displayed on the map display (when the coordinates reside on the displayed portion of the map): AV position, payload center field of view and footprint, target position and type, TCS position and Ground Data Terminal (GDT) position, Launch/Handover/Recovery site, Flight Plan waypoints.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"Impacts the design of the map display subsystem by requiring real-time data integration, layering, coordinate filtering, and icon management."
0075,"The TCS shall be capable of displaying the positions of the icons in Lat./Lon., Universal Transverse Mercator (UTM), and Military Grid Reference System (MGRS) formats and provide conversion to multiple spheroid scales.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates the integration of a coordinate‐conversion engine and geospatial library support, affecting modularization and service design."
0076,The TCS shall provide the capability to graphically display Line of Sight versus terrain profile (DTED).,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It drives architectural decisions for integrating DTED terrain data, 3D rendering engines, and performance-optimized data pipelines."
0077,"For those payloads identified in Table 3-2, the TCS shall be able to generate payload planning information to be uplinked to the AV separate from a flight route plan.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement adds a new separate uplink dataflow for payload planning, impacting communication interfaces and module decomposition."
0078,"The TCS shall provide the system functionality necessary to generate a payload plan that, as a minimum, shall include the following information: Payload type, Payload commands, Payload mode settings, Payload pointing commands, manual as well as automated, Payload field of view settings, manual as well as automated.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the definition of a core payload planning component with specific interfaces and data flows (manual vs automated modes), directly impacting system decomposition and integration."
0079,The TCS shall provide the capability to display the payload swath for the selected payload for planning purposes.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a local UI feature for payload visualization and does not drive major architectural changes.
0080,"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide full control functionality of each AV.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the communication and control architecture for concurrent, reliable BLOS operation of multiple AVs."
0081,AV specific components used to perform ground based closed loop command and control functions for TCS shall be initialized upon operator selection of a specific AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement impacts the system’s modular design and runtime initialization mechanism by mandating dynamic loading of AV-specific control components.
0082,"The TCS shall transmit command and control information to the AV via the uplink to the AV, and receive AV telemetry and payload information via downlink from the AV.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the communication subsystem (uplink/downlink protocols, data flow, performance and integration constraints)."
0083,The TCS shall be capable of being interoperable with Predator and Outrider UAVs across the 5 levels of UAV interaction.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It drives the integration architecture by defining required interfaces, protocols, and data models for UAV interoperability."
0084,The TCS shall have the capability to control and monitor multiple types of AVs.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for an extensible, modular architecture with abstract interfaces to support control and monitoring of diverse AV types."
0085,TCS shall notify the operator when AV performance parameters are out of limits.,FR,1999 - tcs.pdf.csv,requirement_statement,No,This alerting function can be implemented within existing monitoring and UI components without altering the system’s core architecture.
0086,"The TCS shall provide the capability to pass control of an AV to another TCS, and receive control of an AV from another TCS.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It requires defining secure, reliable inter-system interfaces and protocols to transfer AV control between TCS instances."
0087,The TCS shall provide the capability to control the AV flight commands as well as to release the AV to an autonomous flight control mode.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It requires designing real-time, safety-critical command and autonomy modules with mode-switching interfaces, impacting system structure and intercomponent communication."
0088,AV telemetry data shall be available to support other TCS functions as required.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of a real-time telemetry distribution and integration framework, influencing interfaces, data flow, and performance considerations."
0089,The TCS shall provide the capability to control the flight of the selected AV in accordance with the specific AV's operational performance capabilities.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives a modular, configurable flight‐control architecture with real‐time performance handling to accommodate diverse AV operational profiles."
0090,The TCS shall provide the capability to fully control and display the AV's Identification Friend or Foe (IFF).,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of a dedicated IFF subsystem with secure hardware interfaces and UI integration, impacting the overall system modularity and communication architecture."
0091,"The TCS shall provide the capability to enter AV preset limits which, as a minimum, will include airspeed limits, altitude limits, and fuel limits.",FR,1999 - tcs.pdf.csv,requirement_statement,No,"This FR specifies basic input fields for preset limits and only affects UI/data validation, not the overall system architecture."
0092,The TCS shall allow the operator to control an AV using the LOS as well as SATCOM data links.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This drives the communications subsystem architecture by requiring support for both LOS and SATCOM links, including hardware interfaces, link management, and failover logic."
0093,The TCS shall provide the necessary system capabilities required for AV flight control BLOS via uplink command to two MAE air vehicles.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the BLOS communication architecture—including protocols, bandwidth, concurrency, and integration for uplink control of two MAE air vehicles."
0094,"The TCS shall support operation of the AV via all flight modes, to include manual controls.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement drives the core flight‐mode management architecture and the integration of manual control interfaces.
0095,"The TCS shall provide the capability to implement an emergency action plan, if supported by the AV, to control the AV during equipment failures.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates fault-tolerant emergency control and failover mechanisms integrated with AV interfaces, impacting system architecture and safety-critical modules."
0096,The TCS shall provide interactive displays necessary to command the flight of an AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It drives architectural decisions for the human-machine interface layer, real-time data handling, and system integration."
0097,The TCS shall allow the operator to command the flight behavior characteristics inherent to the selected AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It drives the design of a flexible, real-time command interface and control modules to support varied AV flight behaviors."
0098,"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, flight behaviors by sending the proper control commands to the UAV.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement impacts the core flight control architecture by defining real-time command interfaces and safety-critical manual override mechanisms.
0099,The TCS shall have the capability to command the AV to use the navigation methods inherent to the selected AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement necessitates an extender/adapter layer in the integration architecture to abstract and command diverse AV-specific navigation methods.
0100,"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, UAV navigation methods by sending the proper control commands to the UAV.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts the system’s control-loop architecture by mandating real-time override paths, safety mechanisms, and command-processing interfaces."
0101,"The TCS shall provide the functionality to control, monitor, and display the operation of the Air Data Terminal (ADT).",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the definition of core control, monitoring, and display subsystems and their interaction and data-flow architecture."
0102,"The TCS shall provide the functionality to control the ADT antenna, including its pointing direction and mode of transmission (e.g. omni and directional).",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It defines the hardware interface and real-time control requirements, impacting subsystem decomposition and integration design."
0103,"The TCS shall provide the functionality to control the power, transmitter signal strength, and frequencies used by ADT for data link communication.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of the communication subsystem and hardware/software interfaces for dynamic power, signal strength, and frequency control."
0104,"As an objective, the TCS shall support an automatic launch and recovery system.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,It mandates core control and fault-recovery mechanisms shaping the system’s lifecycle management architecture.
0105,"As an objective, the TCS shall be interoperable with the Integrity Beacon Landing System (IBLS) and the Common Automated Recovery System (CARS), both used by Outrider.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"Requires defining and implementing integration interfaces and protocols to ensure interoperability with external systems (IBLS and CARS), impacting the overall system architecture."
0106,"As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,It impacts the design of the human-machine interface and real-time data processing pipelines to deliver operator cues and abort controls.
0107,"The TCS shall allow the operator to initiate the emergency recovery feature of the AV, if the AV has an emergency recovery feature.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It dictates a safety-critical control interface and fault-recovery flow between the TCS and AV, impacting subsystem boundaries and integration design."
0108,"TCS shall provide the capability to monitor specific telemetry elements real-time, and record all telemetry elements for future review and processing.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the design of real-time streaming ingestion, long-term storage, and processing components to meet performance, scalability, and data retention needs."
0109,"TCS shall provide the capability to monitor AV adherence to the uplinked mission plan, detecting any deviations greater than 10% from projected flight path, and notifying the operator if deviations are detected.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,This requirement drives the design of a real-time telemetry ingestion and deviation-detection pipeline with event-driven alerting capabilities.
0110,TCS shall provide the capability to monitor the status of all AV subsystems reporting status.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,It mandates the design and integration of a real-time monitoring infrastructure to aggregate and report health status across all AV subsystems.
0111,"The TCS shall display the AV status, to include but not be limited to the AV location and flight and avionics system status.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates real-time integration of avionics and telemetry data sources with a UI subsystem, influencing module interfaces and data‐flow architecture."
0112,"When the data link is interrupted, the TCS shall present the last known AV status values and the time at which the last values were reported.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,Requires local caching of AV status and offline/failover handling in the TCS architecture to support last-known-value display.
0113,"The TCS shall be capable of displaying fuel parameters to the operator to include as a minimum, remaining fuel, flow rate, and bingo fuel.",FR,1999 - tcs.pdf.csv,requirement_statement,No,This is a basic functional UI requirement with no major impact on the overall system architecture.
0114,The TCS shall compute the estimated position of the AV during Loss of Link (LOL) based upon the last known AV position and anticipated flight path based on current flight mode.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It requires a dedicated dead-reckoning/navigation module integrated with flight-mode management and fault-tolerant data flows, impacting system structure and interfaces."
0115,TCS shall display a LOL timer to the operator initiating a LOL onset.,FR,1999 - tcs.pdf.csv,requirement_statement,No,"This functional UI display requirement has minimal architectural impact, involving only standard timer logic and UI component integration."
0116,The TCS shall be capable of being interoperable with the installed payloads across the 5 levels of UAV interaction.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"It mandates a flexible, extensible interface and middleware architecture to ensure interoperability across multiple UAV payload interaction levels."
0117,The TCS will have the capability to control and monitor the AV payload(s).,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives key architectural decisions around real-time communication interfaces, integration layers, and payload control/monitoring infrastructure."
0118,The TCS shall have the capability to receive data from and control payloads on an AV that is being controlled from another TCS.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement impacts the communication interfaces, concurrency control, and integration architecture needed for multi-TCS coordination."
0119,The TCS shall provide the necessary system capabilities required for payload control beyond line of sight via uplink command of two air vehicles of the same type using sequential communication techniques.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This FR drives key architectural decisions around the communication subsystem, protocols, and concurrency design for beyond-line-of-sight multi-vehicle payload control."
0120,"The TCS shall receive, process, and present payload data to the operator so that the status of the payload can be determined.",FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This core data‐flow requirement drives the high‐level architecture into ingestion, processing, and presentation components."
0121,The TCS shall permit the operator to control the payload using all methods supported by the payload installed in the selected AV.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"Requires a modular, extensible interface layer for dynamic payload driver integration, impacting system modularity and component interfaces."
0122,The TCS shall provide a graphical user interface display for the purpose of controlling the payload.,FR,1999 - tcs.pdf.csv,requirement_statement,Yes,"This requirement drives the need for a presentation layer and UI framework selection, impacting system layering and integration with control modules."
